직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
DS부문_TSP총괄_반도체공정기술,9,"반도체, 문제, 불량, 발표, 기업, 산업, 해당, 미국, 삼성, 장비, 근무, 중요, 사용, 개선, 교수","공정, 고객, 성장, 효율, 소통, 혁신, 인재, 창의, 편의, 안정","한국산업은행(금융·보험), 국민건강보험공단(공공기관), 국민연금공단(공공기관)","반도체, 문제, 불량, 발표, 기업, 산업, 해당, 미국, 삼성, 장비, 근무, 중요, 사용, 개선, 교수, 공정, 고객, 성장, 효율, 소통, 혁신, 인재, 창의, 편의, 안정"
DS부문_글로벌 제조&인프라 총괄_반도체공정기술_인프라기술 (건설/Facility/전기),4,"반도체, 프로젝트, 산업, 인프라, 한국, 미국, 기업, 건설, 이해, 관리, 중요, 고민, 제조, 기회, 필요","도전, 책임, 성장, 효율, 열정, 인재, 협력, 혁신, 공정, 편의","SK케미칼(화학·에너지), SK바이오팜(제약·바이오), GS글로벌(유통·서비스)","반도체, 프로젝트, 산업, 인프라, 한국, 미국, 기업, 건설, 이해, 관리, 중요, 고민, 제조, 기회, 필요, 도전, 책임, 성장, 효율, 열정, 인재, 협력, 혁신, 공정, 편의"
DS부문_메모리 사업부_반도체공정기술,5,"반도체, 소재, 연구, 데이터, 분석, 문제, 해결, 최적화, 최적, 강화, 산업, 프로젝트, 증착, 수행, 박막","공정, 인재, 도전, 성장, 과학, 협력, 신뢰, 혁신, 효율, 편의","한국산업은행(금융·보험), 국민연금공단(공공기관), 국민건강보험공단(공공기관)","반도체, 소재, 연구, 데이터, 분석, 문제, 해결, 최적화, 최적, 강화, 산업, 프로젝트, 증착, 수행, 박막, 공정, 인재, 도전, 성장, 과학, 협력, 신뢰, 혁신, 효율, 편의"
DS부문_메모리사업부 회로설계,4,"연구, 메모리, 러닝, 수행, 플래시, 필요, 회로, 문제, 시뮬레이션, 테이프, 아웃, 시냅스, 어레, 구동, 인생","책임, 열정, 도전, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털","SK바이오팜(제약·바이오), 대웅제약(제약·바이오), 에스원(유통·서비스)","연구, 메모리, 러닝, 수행, 플래시, 필요, 회로, 문제, 시뮬레이션, 테이프, 아웃, 시냅스, 어레, 구동, 인생, 책임, 열정, 도전, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털"
DS부문_메모리사업부_반도체공정기술,12,"반도체, 프로젝트, 활동, 연구, 데이터, 소재, 현장, 개발, 학부, 의견, 교육, 발표, 시장, 실험, 제작","공정, 소통, 안정, 인재, 협력, 상생, 성장, 혁신, 효율, 도전","국민건강보험공단(공공기관), 국민연금공단(공공기관), 한국산업은행(금융·보험)","반도체, 프로젝트, 활동, 연구, 데이터, 소재, 현장, 개발, 학부, 의견, 교육, 발표, 시장, 실험, 제작, 공정, 소통, 안정, 인재, 협력, 상생, 성장, 혁신, 효율, 도전"
DS부문_반도체공정기술,12,"데이터, 문제, 해결, 분석, 세대, 연구, 레이저, 실험, 변수, 조건, 발생, 특성, 활용, 수행, 반도체","공정, 성장, 소통, 도전, 효율, 신뢰, 책임, 안정, 열정, 인재","국민연금공단(공공기관), 국민건강보험공단(공공기관), 한국산업은행(금융·보험)","데이터, 문제, 해결, 분석, 세대, 연구, 레이저, 실험, 변수, 조건, 발생, 특성, 활용, 수행, 반도체, 공정, 성장, 소통, 도전, 효율, 신뢰, 책임, 안정, 열정, 인재"
DS부문_반도체공정설계,4,"조건, 특성, 개선, 반도체, 연구, 증착, 구조, 실험, 확보, 박막, 문제, 성능, 체계, 균일, 발생","공정, 안정, 성장, 신뢰, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","조건, 특성, 개선, 반도체, 연구, 증착, 구조, 실험, 확보, 박막, 문제, 성능, 체계, 균일, 발생, 공정, 안정, 성장, 신뢰, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털"
DS부문_설비기술,4,"데이터, 반도체, 의견, 장비, 문제, 수업, 해결, 프로젝트, 중요, 갈등, 발생, 수행, 교육, 학생, 환경","성장, 존중, 열정, 공정, 협력, 소통, 혁신, 효율, 인재, 도전","스타벅스코리아(식음료), SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어)","데이터, 반도체, 의견, 장비, 문제, 수업, 해결, 프로젝트, 중요, 갈등, 발생, 수행, 교육, 학생, 환경, 성장, 존중, 열정, 공정, 협력, 소통, 혁신, 효율, 인재, 도전"
DS부문_평가및분석,4,"반도체, 문제, 의료, 해결, 상황, 연구, 생활, 계획, 어학연수, 최고, 중요, 대학, 필요, 의대, 정보","성장, 소통, 도전, 공정, 협력, 서비스, 신뢰, 열정, 고객, 효율","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","반도체, 문제, 의료, 해결, 상황, 연구, 생활, 계획, 어학연수, 최고, 중요, 대학, 필요, 의대, 정보, 성장, 소통, 도전, 공정, 협력, 서비스, 신뢰, 열정, 고객, 효율"
DS부문_혁신센터_SW개발,4,"문제, 출산, 프로젝트, 사회, 해결, 최고, 기업, 청년, 개발자, 개발, 일자리, 이해, 구현, 감소, 우수","도전, 성장, 열정, 서비스, 혁신, 안정, 편의, 품질, 최고지향, 커뮤니티","SK바이오팜(제약·바이오), 신세계(유통·서비스), CJ CGV(유통·서비스)","문제, 출산, 프로젝트, 사회, 해결, 최고, 기업, 청년, 개발자, 개발, 일자리, 이해, 구현, 감소, 우수, 도전, 성장, 열정, 서비스, 혁신, 안정, 편의, 품질, 최고지향, 커뮤니티"
DX Engineer,6,"데이터, 개발, 프로젝트, 분석, 기획, 목표, 성과, 모델, 개발자, 오류, 변환, 달성, 알고리즘, 기업, 도메인","서비스, 디지털, 성장, 고객, 협력, 편의, 품질, 최고지향, 커뮤니티, 글로벌","한화호텔앤드리조트(유통·서비스), 인천국제공항공사(공공기관), 한국공항공사(공공기관)","데이터, 개발, 프로젝트, 분석, 기획, 목표, 성과, 모델, 개발자, 오류, 변환, 달성, 알고리즘, 기업, 도메인, 서비스, 디지털, 성장, 고객, 협력, 편의, 품질, 최고지향, 커뮤니티, 글로벌"
DX Engineer (Front-end/Back-end Engineer) (DX Leadership Academy),2,"엔드, 관리, 데이터, 단축, 가공, 데이터베이스, 식단, 기능, 빅데이터, 공공, 호출, 속도, 프로젝트, 목표, 분석","성장, 서비스, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","한화호텔앤드리조트(유통·서비스), 인천국제공항공사(공공기관), 한국공항공사(공공기관)","엔드, 관리, 데이터, 단축, 가공, 데이터베이스, 식단, 기능, 빅데이터, 공공, 호출, 속도, 프로젝트, 목표, 분석, 성장, 서비스, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
DX Engineer(Front-end/Back-end Engineer),3,"개발, 컴퓨터, 기업, 엔드, 데이터베이스, 프론트, 이용, 서버, 프로젝트, 수업, 구조, 이해, 취득, 이후, 데이터","성장, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","한화호텔앤드리조트(유통·서비스), 인천국제공항공사(공공기관), 한국공항공사(공공기관)","개발, 컴퓨터, 기업, 엔드, 데이터베이스, 프론트, 이용, 서버, 프로젝트, 수업, 구조, 이해, 취득, 이후, 데이터, 성장, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
DX 부문_MX 사업부 해외영업,4,"삼성, 청년, 시장, 사회, 자신, 취업, 중요, 필요, 전문, 영문, 환경, 해외, 적극, 영향, 미래","성장, 안정, 혁신, 소통, 도전, 협력, 편의, 품질, 최고지향, 커뮤니티","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성생명(금융·보험)","삼성, 청년, 시장, 사회, 자신, 취업, 중요, 필요, 전문, 영문, 환경, 해외, 적극, 영향, 미래, 성장, 안정, 혁신, 소통, 도전, 협력, 편의, 품질, 최고지향, 커뮤니티"
DX 제품/서비스 마케팅,4,"데이터, 제품, 분석, 메뉴, 시장, 타겟, 연결, 실질, 전달, 제안, 광고, 전략, 스마트폰, 기획, 기기","고객, 효율, 성장, 소통, 신뢰, 혁신, 편의, 품질, 최고지향, 커뮤니티","현대글로비스(항공·물류), 이마트(유통·서비스), LG유플러스(통신·미디어)","데이터, 제품, 분석, 메뉴, 시장, 타겟, 연결, 실질, 전달, 제안, 광고, 전략, 스마트폰, 기획, 기기, 고객, 효율, 성장, 소통, 신뢰, 혁신, 편의, 품질, 최고지향, 커뮤니티"
DX부문,6,"분석, 해석, 결과, 데이터, 이용, 논문, 동료, 총탄, 입자, 처리, 원인, 협업, 발전, 충돌, 제안","신뢰, 안정, 과학, 공정, 창의, 소통, 편의, 품질, 최고지향, 커뮤니티","LG유플러스(통신·미디어), 국민건강보험공단(공공기관), 국민연금공단(공공기관)","분석, 해석, 결과, 데이터, 이용, 논문, 동료, 총탄, 입자, 처리, 원인, 협업, 발전, 충돌, 제안, 신뢰, 안정, 과학, 공정, 창의, 소통, 편의, 품질, 최고지향, 커뮤니티"
DX부문 DA사업부 SW개발,4,"모델, 데이터, 개발, 러닝, 지식, 결과, 활용, 학습, 엣지, 디바이스, 가능, 과제, 추론, 부분, 대회","인재, 효율, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","교보생명(금융·보험), 현대자동차(자동차·기계), 현대글로비스(항공·물류)","모델, 데이터, 개발, 러닝, 지식, 결과, 활용, 학습, 엣지, 디바이스, 가능, 과제, 추론, 부분, 대회, 인재, 효율, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
DX부문 SCSA,4,"최고, 가치관, 제공, 응급, 의료, 블록체인, 필요, 냉장고, 문제, 자연, 중요, 뉴질랜드, 전달, 우리, 시스템","고객, 도전, 안정, 편의, 열정, 투명, 성장, 창의, 효율, 품질","GS홈쇼핑(유통·서비스), CJ CGV(유통·서비스), CJ올리브영(유통·서비스)","최고, 가치관, 제공, 응급, 의료, 블록체인, 필요, 냉장고, 문제, 자연, 중요, 뉴질랜드, 전달, 우리, 시스템, 고객, 도전, 안정, 편의, 열정, 투명, 성장, 창의, 효율, 품질"
DX부문_B2B 영업,4,"시장, 디스플레이, 제공, 고령, 제품, 환경, 맞춤, 질문, 사회, 이상, 성과, 기회, 서류, 솔루션, 관점","고객, 성장, 협력, 도전, 소통, 혁신, 신뢰, 안정, 열정, 서비스","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), 삼성SDS(IT·전자)","시장, 디스플레이, 제공, 고령, 제품, 환경, 맞춤, 질문, 사회, 이상, 성과, 기회, 서류, 솔루션, 관점, 고객, 성장, 협력, 도전, 소통, 혁신, 신뢰, 안정, 열정, 서비스"
DX부문_B2C영업,4,"제품, 매출, 설명, 이해, 현장, 역할, 연결, 방식, 정리, 실행, 매장, 데이터, 채널, 인턴, 진열","고객, 편의, 존중, 성장, 신뢰, 효율, 품질, 최고지향, 커뮤니티, 디지털","삼성카드(금융·보험), SK렌터카(유통·서비스), 롯데하이마트(유통·서비스)","제품, 매출, 설명, 이해, 현장, 역할, 연결, 방식, 정리, 실행, 매장, 데이터, 채널, 인턴, 진열, 고객, 편의, 존중, 성장, 신뢰, 효율, 품질, 최고지향, 커뮤니티, 디지털"
DX부문_DA사업부_애플리케이션 개발,4,"데이터, 오류, 로그, 분석, 프로젝트, 시스템, 관리, 문제, 실제, 발생, 검증, 구조, 운영, 차량, 결과","서비스, 안정, 신뢰, 책임, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티","인천국제공항공사(공공기관), 한국공항공사(공공기관), 한국철도공사(공공기관)","데이터, 오류, 로그, 분석, 프로젝트, 시스템, 관리, 문제, 실제, 발생, 검증, 구조, 운영, 차량, 결과, 서비스, 안정, 신뢰, 책임, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티"
DX부문_DA사업부_해외영업,5,"제품, 기업, 시장, 전자, 한국, 해외, 세계, 환경, 전략, 분석, 호주, 가전, 국내, 확보, 솔루션","성장, 고객, 디지털, 협력, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌","현대오토에버(IT·전자), 롯데정보통신(IT·전자), 포스코DX(IT·전자)","제품, 기업, 시장, 전자, 한국, 해외, 세계, 환경, 전략, 분석, 호주, 가전, 국내, 확보, 솔루션, 성장, 고객, 디지털, 협력, 효율, 편의, 품질, 최고지향, 커뮤니티, 글로벌"
DX부문_MX사업부,4,"디바이스, 연구, 모델, 사용자, 생성, 개인, 활용, 이미지, 경쟁력, 정보, 기업, 연산, 기기, 구현, 과제","서비스, 신뢰, 효율, 혁신, 도전, 협력, 성장, 책임, 편의, 품질","현대글로비스(항공·물류), 이마트(유통·서비스), 인천국제공항공사(공공기관)","디바이스, 연구, 모델, 사용자, 생성, 개인, 활용, 이미지, 경쟁력, 정보, 기업, 연산, 기기, 구현, 과제, 서비스, 신뢰, 효율, 혁신, 도전, 협력, 성장, 책임, 편의, 품질"
DX부문_MX사업부_B2C 영업,5,"갤럭시, 미국, 분석, 데이터, 시장, 기업, 전략, 브라질, 문화, 상황, 국가, 이해, 문제, 사용자, 구조","성장, 고객, 혁신, 편의, 도전, 협력, 존중, 안정, 열정, 상생","롯데하이마트(유통·서비스), 롯데렌탈(유통·서비스), GS리테일(유통·서비스)","갤럭시, 미국, 분석, 데이터, 시장, 기업, 전략, 브라질, 문화, 상황, 국가, 이해, 문제, 사용자, 구조, 성장, 고객, 혁신, 편의, 도전, 협력, 존중, 안정, 열정, 상생"
DX부문_SW개발,4,"규제, 물체, 무명, 활용, 모델, 연구, 발전, 화질, 평가, 연습, 개인, 문제, 기업, 갤럭시, 삼성","도전, 서비스, 과학, 성장, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털","대한항공(항공·물류), CJ바이오사이언스(제약·바이오), 코오롱생명과학(제약·바이오)","규제, 물체, 무명, 활용, 모델, 연구, 발전, 화질, 평가, 연습, 개인, 문제, 기업, 갤럭시, 삼성, 도전, 서비스, 과학, 성장, 책임, 편의, 품질, 최고지향, 커뮤니티, 디지털"
DX부문_기구개발,4,"센서, 데이터, 신호, 측정, 개발, 성능, 처리, 웨어러블, 워치, 갤럭시, 구체, 디바이스, 제품, 생체, 분석","협력, 신뢰, 성장, 과학, 소통, 혁신, 편의, 품질, 최고지향, 커뮤니티","LG헬로비전(통신·미디어), 삼성SDS(IT·전자), 롯데쇼핑(유통·서비스)","센서, 데이터, 신호, 측정, 개발, 성능, 처리, 웨어러블, 워치, 갤럭시, 구체, 디바이스, 제품, 생체, 분석, 협력, 신뢰, 성장, 과학, 소통, 혁신, 편의, 품질, 최고지향, 커뮤니티"
DX부문_디스플레이 모듈 설계,4,"모듈, 구조, 기계, 고려, 디스플레이, 환경, 해석, 부품, 현장, 항공기, 정밀, 발생, 최적, 실제, 활용","효율, 신뢰, 안정, 공정, 도전, 성장, 혁신, 편의, 품질, 최고지향","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성생명(금융·보험)","모듈, 구조, 기계, 고려, 디스플레이, 환경, 해석, 부품, 현장, 항공기, 정밀, 발생, 최적, 실제, 활용, 효율, 신뢰, 안정, 공정, 도전, 성장, 혁신, 편의, 품질, 최고지향"
DX부문_디자인,5,"디자인, 사용자, 제품, 가능, 프로젝트, 환경, 변화, 문제, 기후, 디자이너, 미래, 역할, 의견, 조율, 오염","성장, 혁신, 협력, 도전, 소통, 존중, 창의, 편의, 품질, 최고지향","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 삼성SDS(IT·전자)","디자인, 사용자, 제품, 가능, 프로젝트, 환경, 변화, 문제, 기후, 디자이너, 미래, 역할, 의견, 조율, 오염, 성장, 혁신, 협력, 도전, 소통, 존중, 창의, 편의, 품질, 최고지향"
